,Sport,Year,Weight,count
16856,Nordic Combined,1994,59.0,2
16857,Nordic Combined,1994,60.0,4
16858,Nordic Combined,1994,61.0,2
16859,Nordic Combined,1994,62.0,5
16860,Nordic Combined,1994,63.0,8
16861,Nordic Combined,1994,64.0,6
16862,Nordic Combined,1994,65.0,8
16863,Nordic Combined,1994,66.0,1
16864,Nordic Combined,1994,67.0,12
16865,Nordic Combined,1994,68.0,7
16866,Nordic Combined,1994,69.0,8
16867,Nordic Combined,1994,70.0,6
16868,Nordic Combined,1994,72.0,2
16869,Nordic Combined,1994,73.0,7
16870,Nordic Combined,1994,74.0,2
16871,Nordic Combined,1994,77.0,2
16872,Nordic Combined,1994,78.0,2
16873,Nordic Combined,1994,83.0,1
16874,Nordic Combined,1994,85.0,1
16875,Nordic Combined,1998,58.0,2
16876,Nordic Combined,1998,59.0,4
16877,Nordic Combined,1998,60.0,6
16878,Nordic Combined,1998,61.0,4
16879,Nordic Combined,1998,62.0,11
16880,Nordic Combined,1998,63.0,11
16881,Nordic Combined,1998,64.0,3
16882,Nordic Combined,1998,65.0,7
16883,Nordic Combined,1998,66.0,6
16884,Nordic Combined,1998,67.0,5
16885,Nordic Combined,1998,68.0,6
16886,Nordic Combined,1998,69.0,6
16887,Nordic Combined,1998,70.0,6
16888,Nordic Combined,1998,72.0,3
16889,Nordic Combined,1998,72.5,2
16890,Nordic Combined,1998,73.0,6
16891,Nordic Combined,1998,78.0,2
16892,Nordic Combined,1998,83.0,2
16893,Nordic Combined,2002,57.0,3
16894,Nordic Combined,2002,59.0,6
16895,Nordic Combined,2002,60.0,2
16896,Nordic Combined,2002,61.0,2
16897,Nordic Combined,2002,62.0,11
16898,Nordic Combined,2002,63.0,13
16899,Nordic Combined,2002,64.0,8
16900,Nordic Combined,2002,65.0,20
16901,Nordic Combined,2002,66.0,6
16902,Nordic Combined,2002,67.0,8
16903,Nordic Combined,2002,68.0,8
16904,Nordic Combined,2002,69.0,12
16905,Nordic Combined,2002,70.0,11
16906,Nordic Combined,2002,71.0,2
16907,Nordic Combined,2002,72.0,3
16908,Nordic Combined,2002,72.5,2
16909,Nordic Combined,2002,73.0,4
16910,Nordic Combined,2002,75.0,1
16911,Nordic Combined,2002,83.0,3
16912,Nordic Combined,2006,57.0,5
16913,Nordic Combined,2006,58.0,5
16914,Nordic Combined,2006,59.0,5
16915,Nordic Combined,2006,60.0,7
16916,Nordic Combined,2006,61.0,1
16917,Nordic Combined,2006,62.0,9
16918,Nordic Combined,2006,63.0,10
16919,Nordic Combined,2006,64.0,11
16920,Nordic Combined,2006,65.0,15
16921,Nordic Combined,2006,66.0,5
16922,Nordic Combined,2006,67.0,11
16923,Nordic Combined,2006,68.0,10
16924,Nordic Combined,2006,69.0,12
16925,Nordic Combined,2006,70.0,9
16926,Nordic Combined,2006,71.0,2
16927,Nordic Combined,2006,72.0,5
16928,Nordic Combined,2006,72.5,2
16929,Nordic Combined,2006,73.0,6
16930,Nordic Combined,2006,74.0,2
16931,Nordic Combined,2006,75.0,1
16932,Nordic Combined,2006,80.0,2
16933,Nordic Combined,2006,83.0,3
16934,Nordic Combined,2010,54.0,3
16935,Nordic Combined,2010,57.0,6
16936,Nordic Combined,2010,58.0,3
16937,Nordic Combined,2010,59.0,10
16938,Nordic Combined,2010,60.0,9
16939,Nordic Combined,2010,61.0,4
16940,Nordic Combined,2010,62.0,6
16941,Nordic Combined,2010,63.0,6
16942,Nordic Combined,2010,64.0,7
16943,Nordic Combined,2010,65.0,11
16944,Nordic Combined,2010,66.0,9
16945,Nordic Combined,2010,67.0,8
16946,Nordic Combined,2010,68.0,12
16947,Nordic Combined,2010,69.0,8
16948,Nordic Combined,2010,70.0,8
16949,Nordic Combined,2010,71.0,6
16950,Nordic Combined,2010,72.0,5
16951,Nordic Combined,2010,74.0,3
16952,Nordic Combined,2010,75.0,1
16953,Nordic Combined,2010,80.0,3
16954,Nordic Combined,2010,83.0,3
16955,Nordic Combined,2014,53.0,2
16956,Nordic Combined,2014,54.0,3
16957,Nordic Combined,2014,55.0,2
16958,Nordic Combined,2014,57.0,5
16959,Nordic Combined,2014,58.0,5
16960,Nordic Combined,2014,59.0,5
16961,Nordic Combined,2014,60.0,8
16962,Nordic Combined,2014,61.0,9
16963,Nordic Combined,2014,62.0,9
16964,Nordic Combined,2014,64.0,6
16965,Nordic Combined,2014,65.0,6
16966,Nordic Combined,2014,66.0,12
16967,Nordic Combined,2014,67.0,11
16968,Nordic Combined,2014,68.0,6
16969,Nordic Combined,2014,69.0,8
16970,Nordic Combined,2014,70.0,13
16971,Nordic Combined,2014,71.0,3
16972,Nordic Combined,2014,72.0,3
16973,Nordic Combined,2014,74.0,3
16974,Nordic Combined,2014,75.0,1
16975,Nordic Combined,2014,80.0,3
16976,Rhythmic Gymnastics,1984,37.0,1
16977,Rhythmic Gymnastics,1984,40.0,1
16978,Rhythmic Gymnastics,1984,41.0,1
16979,Rhythmic Gymnastics,1984,43.0,5
16980,Rhythmic Gymnastics,1984,44.0,2
16981,Rhythmic Gymnastics,1984,46.0,3
16982,Rhythmic Gymnastics,1984,47.0,1
16983,Rhythmic Gymnastics,1984,48.0,2
16984,Rhythmic Gymnastics,1984,49.0,2
16985,Rhythmic Gymnastics,1984,50.0,2
16986,Rhythmic Gymnastics,1984,51.0,4
16987,Rhythmic Gymnastics,1984,52.0,1
16988,Rhythmic Gymnastics,1984,54.0,1
16989,Rhythmic Gymnastics,1984,55.0,3
16990,Rhythmic Gymnastics,1984,56.0,2
16991,Rhythmic Gymnastics,1984,57.0,2
16992,Rhythmic Gymnastics,1988,33.0,1
16993,Rhythmic Gymnastics,1988,40.0,1
16994,Rhythmic Gymnastics,1988,41.0,3
16995,Rhythmic Gymnastics,1988,42.0,2
16996,Rhythmic Gymnastics,1988,43.0,1
16997,Rhythmic Gymnastics,1988,44.0,4
16998,Rhythmic Gymnastics,1988,45.0,3
16999,Rhythmic Gymnastics,1988,46.0,6
17000,Rhythmic Gymnastics,1988,47.0,2
17001,Rhythmic Gymnastics,1988,48.0,6
17002,Rhythmic Gymnastics,1988,49.0,2
17003,Rhythmic Gymnastics,1988,50.0,3
17004,Rhythmic Gymnastics,1988,51.0,1
17005,Rhythmic Gymnastics,1988,54.0,1
17006,Rhythmic Gymnastics,1988,56.0,2
17007,Rhythmic Gymnastics,1988,60.0,1
17008,Rhythmic Gymnastics,1992,30.0,1
17009,Rhythmic Gymnastics,1992,37.0,1
17010,Rhythmic Gymnastics,1992,40.0,3
17011,Rhythmic Gymnastics,1992,42.0,2
17012,Rhythmic Gymnastics,1992,46.0,5
17013,Rhythmic Gymnastics,1992,47.0,4
17014,Rhythmic Gymnastics,1992,48.0,3
17015,Rhythmic Gymnastics,1992,49.0,3
17016,Rhythmic Gymnastics,1992,50.0,1
17017,Rhythmic Gymnastics,1992,55.0,1
17018,Rhythmic Gymnastics,1992,56.0,1
17019,Rhythmic Gymnastics,1992,60.0,1
17020,Rhythmic Gymnastics,1996,36.0,2
17021,Rhythmic Gymnastics,1996,37.0,1
17022,Rhythmic Gymnastics,1996,38.0,5
17023,Rhythmic Gymnastics,1996,39.0,2
17024,Rhythmic Gymnastics,1996,40.0,3
17025,Rhythmic Gymnastics,1996,41.0,2
17026,Rhythmic Gymnastics,1996,42.0,8
17027,Rhythmic Gymnastics,1996,43.0,5
17028,Rhythmic Gymnastics,1996,44.0,7
17029,Rhythmic Gymnastics,1996,45.0,4
17030,Rhythmic Gymnastics,1996,46.0,5
17031,Rhythmic Gymnastics,1996,47.0,15
17032,Rhythmic Gymnastics,1996,48.0,6
17033,Rhythmic Gymnastics,1996,49.0,2
17034,Rhythmic Gymnastics,1996,50.0,7
17035,Rhythmic Gymnastics,1996,52.0,3
17036,Rhythmic Gymnastics,1996,53.0,1
17037,Rhythmic Gymnastics,1996,54.0,1
17038,Rhythmic Gymnastics,1996,55.0,2
17039,Rhythmic Gymnastics,2000,37.0,1
17040,Rhythmic Gymnastics,2000,38.0,2
17041,Rhythmic Gymnastics,2000,39.0,2
17042,Rhythmic Gymnastics,2000,40.0,2
17043,Rhythmic Gymnastics,2000,41.0,3
17044,Rhythmic Gymnastics,2000,42.0,5
17045,Rhythmic Gymnastics,2000,43.0,6
17046,Rhythmic Gymnastics,2000,44.0,6
17047,Rhythmic Gymnastics,2000,45.0,8
17048,Rhythmic Gymnastics,2000,46.0,5
17049,Rhythmic Gymnastics,2000,47.0,8
17050,Rhythmic Gymnastics,2000,48.0,6
17051,Rhythmic Gymnastics,2000,49.0,5
17052,Rhythmic Gymnastics,2000,50.0,10
17053,Rhythmic Gymnastics,2000,51.0,3
17054,Rhythmic Gymnastics,2000,52.0,5
17055,Rhythmic Gymnastics,2000,53.0,2
17056,Rhythmic Gymnastics,2000,54.0,3
17057,Rhythmic Gymnastics,2000,55.0,1
17058,Rhythmic Gymnastics,2000,57.0,1
17059,Rhythmic Gymnastics,2004,36.0,1
17060,Rhythmic Gymnastics,2004,40.0,1
17061,Rhythmic Gymnastics,2004,41.0,2
17062,Rhythmic Gymnastics,2004,42.0,2
17063,Rhythmic Gymnastics,2004,43.0,4
17064,Rhythmic Gymnastics,2004,44.0,4
17065,Rhythmic Gymnastics,2004,45.0,1
17066,Rhythmic Gymnastics,2004,46.0,5
17067,Rhythmic Gymnastics,2004,47.0,10
17068,Rhythmic Gymnastics,2004,48.0,8
17069,Rhythmic Gymnastics,2004,49.0,5
17070,Rhythmic Gymnastics,2004,50.0,6
17071,Rhythmic Gymnastics,2004,51.0,3
17072,Rhythmic Gymnastics,2004,52.0,9
17073,Rhythmic Gymnastics,2004,53.0,8
17074,Rhythmic Gymnastics,2004,54.0,4
17075,Rhythmic Gymnastics,2004,55.0,4
17076,Rhythmic Gymnastics,2004,56.0,3
17077,Rhythmic Gymnastics,2004,57.0,1
17078,Rhythmic Gymnastics,2004,58.0,1
17079,Rhythmic Gymnastics,2004,59.0,1
17080,Rhythmic Gymnastics,2004,62.0,1
17081,Rhythmic Gymnastics,2008,38.0,1
17082,Rhythmic Gymnastics,2008,40.0,4
17083,Rhythmic Gymnastics,2008,42.0,2
17084,Rhythmic Gymnastics,2008,43.0,1
17085,Rhythmic Gymnastics,2008,44.0,1
17086,Rhythmic Gymnastics,2008,45.0,5
17087,Rhythmic Gymnastics,2008,46.0,2
17088,Rhythmic Gymnastics,2008,47.0,6
17089,Rhythmic Gymnastics,2008,48.0,10
17090,Rhythmic Gymnastics,2008,49.0,5
17091,Rhythmic Gymnastics,2008,50.0,8
17092,Rhythmic Gymnastics,2008,51.0,4
17093,Rhythmic Gymnastics,2008,52.0,7
17094,Rhythmic Gymnastics,2008,53.0,9
17095,Rhythmic Gymnastics,2008,54.0,6
17096,Rhythmic Gymnastics,2008,55.0,8
17097,Rhythmic Gymnastics,2008,56.0,5
17098,Rhythmic Gymnastics,2008,57.0,3
17099,Rhythmic Gymnastics,2008,58.0,4
17100,Rhythmic Gymnastics,2008,59.0,1
17101,Rhythmic Gymnastics,2008,62.0,2
17102,Rhythmic Gymnastics,2008,63.0,1
17103,Rhythmic Gymnastics,2012,38.0,1
17104,Rhythmic Gymnastics,2012,40.0,1
17105,Rhythmic Gymnastics,2012,42.0,1
17106,Rhythmic Gymnastics,2012,43.0,1
17107,Rhythmic Gymnastics,2012,44.0,1
17108,Rhythmic Gymnastics,2012,45.0,3
17109,Rhythmic Gymnastics,2012,46.0,2
17110,Rhythmic Gymnastics,2012,47.0,1
17111,Rhythmic Gymnastics,2012,48.0,5
17112,Rhythmic Gymnastics,2012,49.0,9
17113,Rhythmic Gymnastics,2012,50.0,10
17114,Rhythmic Gymnastics,2012,51.0,5
17115,Rhythmic Gymnastics,2012,52.0,5
17116,Rhythmic Gymnastics,2012,53.0,6
17117,Rhythmic Gymnastics,2012,54.0,4
17118,Rhythmic Gymnastics,2012,55.0,5
17119,Rhythmic Gymnastics,2012,56.0,6
17120,Rhythmic Gymnastics,2012,57.0,2
17121,Rhythmic Gymnastics,2012,58.0,4
17122,Rhythmic Gymnastics,2012,59.0,2
17123,Rhythmic Gymnastics,2012,60.0,1
17124,Rhythmic Gymnastics,2012,61.0,1
17125,Rhythmic Gymnastics,2012,64.0,1
17126,Rhythmic Gymnastics,2016,42.0,1
17127,Rhythmic Gymnastics,2016,43.0,2
17128,Rhythmic Gymnastics,2016,44.0,5
17129,Rhythmic Gymnastics,2016,45.0,5
17130,Rhythmic Gymnastics,2016,47.0,9
17131,Rhythmic Gymnastics,2016,48.0,10
17132,Rhythmic Gymnastics,2016,49.0,8
17133,Rhythmic Gymnastics,2016,50.0,11
17134,Rhythmic Gymnastics,2016,51.0,9
17135,Rhythmic Gymnastics,2016,52.0,5
17136,Rhythmic Gymnastics,2016,53.0,8
17137,Rhythmic Gymnastics,2016,54.0,6
17138,Rhythmic Gymnastics,2016,55.0,7
17139,Rhythmic Gymnastics,2016,56.0,5
17140,Rhythmic Gymnastics,2016,57.0,2
17141,Rhythmic Gymnastics,2016,58.0,3
17142,Rowing,1900,51.0,1
17143,Rowing,1900,60.0,3
17144,Rowing,1900,78.0,1
17145,Rowing,1900,83.0,1
17146,Rowing,1904,75.0,1
17147,Rowing,1906,79.0,2
17148,Rowing,1908,51.0,2
17149,Rowing,1908,54.0,1
17150,Rowing,1908,55.0,2
17151,Rowing,1908,56.0,1
17152,Rowing,1908,62.0,1
17153,Rowing,1908,63.0,1
17154,Rowing,1908,65.0,1
17155,Rowing,1908,67.0,2
17156,Rowing,1908,68.0,4
17157,Rowing,1908,69.0,3
17158,Rowing,1908,70.0,4
17159,Rowing,1908,71.0,3
17160,Rowing,1908,72.0,2
17161,Rowing,1908,73.0,5
17162,Rowing,1908,74.0,5
17163,Rowing,1908,75.0,6
17164,Rowing,1908,76.0,3
17165,Rowing,1908,77.0,13
17166,Rowing,1908,78.0,6
17167,Rowing,1908,79.0,4
17168,Rowing,1908,80.0,6
17169,Rowing,1908,81.0,4
17170,Rowing,1908,82.0,2
17171,Rowing,1908,83.0,1
17172,Rowing,1908,84.0,1
17173,Rowing,1908,85.0,1
17174,Rowing,1908,87.0,1
17175,Rowing,1908,90.0,2
17176,Rowing,1912,51.0,1
17177,Rowing,1912,54.0,1
17178,Rowing,1912,55.0,1
17179,Rowing,1912,56.0,1
17180,Rowing,1912,61.0,1
17181,Rowing,1912,65.0,1
17182,Rowing,1912,67.0,1
17183,Rowing,1912,69.0,1
17184,Rowing,1912,70.0,4
17185,Rowing,1912,72.0,2
17186,Rowing,1912,73.0,2
17187,Rowing,1912,74.0,2
17188,Rowing,1912,75.0,1
17189,Rowing,1912,76.0,4
17190,Rowing,1912,77.0,6
17191,Rowing,1912,78.0,1
17192,Rowing,1912,80.0,3
17193,Rowing,1912,81.0,2
17194,Rowing,1912,85.0,1
17195,Rowing,1912,87.0,2
17196,Rowing,1920,52.0,2
17197,Rowing,1920,56.0,1
17198,Rowing,1920,57.0,1
17199,Rowing,1920,67.0,1
17200,Rowing,1920,73.0,3
17201,Rowing,1920,74.0,1
17202,Rowing,1920,75.0,1
17203,Rowing,1920,76.0,1
17204,Rowing,1920,77.0,3
17205,Rowing,1920,79.0,3
17206,Rowing,1920,80.0,1
17207,Rowing,1920,81.0,1
17208,Rowing,1920,84.0,5
17209,Rowing,1920,86.0,1
17210,Rowing,1920,137.0,1
17211,Rowing,1924,44.0,1
17212,Rowing,1924,51.0,1
17213,Rowing,1924,58.0,1
17214,Rowing,1924,63.0,1
17215,Rowing,1924,70.0,2
17216,Rowing,1924,71.0,2
17217,Rowing,1924,72.0,1
17218,Rowing,1924,73.0,1
17219,Rowing,1924,74.0,2
17220,Rowing,1924,75.0,3
17221,Rowing,1924,76.0,1
17222,Rowing,1924,79.0,3
17223,Rowing,1928,41.0,1
17224,Rowing,1928,54.0,2
17225,Rowing,1928,58.0,1
17226,Rowing,1928,59.0,1
17227,Rowing,1928,68.0,1
17228,Rowing,1928,69.0,1
17229,Rowing,1928,72.0,1
17230,Rowing,1928,73.0,2
17231,Rowing,1928,74.0,2
17232,Rowing,1928,75.0,3
17233,Rowing,1928,77.0,4
17234,Rowing,1928,78.0,1
17235,Rowing,1928,79.0,6
17236,Rowing,1928,81.0,1
17237,Rowing,1928,83.0,3
17238,Rowing,1928,84.0,7
17239,Rowing,1928,85.0,1
17240,Rowing,1928,89.0,1
17241,Rowing,1928,92.0,1
17242,Rowing,1928,95.0,1
17243,Rowing,1928,109.0,1
17244,Rowing,1932,41.0,1
17245,Rowing,1932,44.0,1
17246,Rowing,1932,55.0,1
17247,Rowing,1932,59.0,2
17248,Rowing,1932,68.0,2
17249,Rowing,1932,74.0,1
17250,Rowing,1932,76.0,1
17251,Rowing,1932,77.0,2
17252,Rowing,1932,79.0,2
17253,Rowing,1932,82.0,2
17254,Rowing,1932,83.0,1
17255,Rowing,1932,84.0,1
17256,Rowing,1932,86.0,1
17257,Rowing,1932,89.0,1
17258,Rowing,1932,90.0,2
17259,Rowing,1932,92.0,1
17260,Rowing,1932,95.0,2
17261,Rowing,1936,37.0,2
17262,Rowing,1936,59.0,2
17263,Rowing,1936,70.0,1
17264,Rowing,1936,74.0,1
17265,Rowing,1936,78.0,2
17266,Rowing,1936,80.0,1
17267,Rowing,1936,82.0,2
17268,Rowing,1936,84.0,1
17269,Rowing,1936,90.0,1
17270,Rowing,1936,95.0,1
17271,Rowing,1948,50.0,1
17272,Rowing,1948,52.0,2
17273,Rowing,1948,65.0,1
17274,Rowing,1948,66.0,1
17275,Rowing,1948,67.0,1
17276,Rowing,1948,75.0,1
17277,Rowing,1948,75.5,1
17278,Rowing,1948,77.0,1
17279,Rowing,1948,78.0,1
17280,Rowing,1948,82.0,2
17281,Rowing,1948,83.0,3
17282,Rowing,1948,84.0,1
17283,Rowing,1948,86.0,2
17284,Rowing,1948,87.0,1
17285,Rowing,1948,88.0,1
17286,Rowing,1948,90.0,1
17287,Rowing,1948,92.0,1
17288,Rowing,1952,52.0,2
17289,Rowing,1952,57.0,1
17290,Rowing,1952,64.5,1
17291,Rowing,1952,68.0,1
17292,Rowing,1952,72.0,4
17293,Rowing,1952,73.0,1
17294,Rowing,1952,75.0,3
17295,Rowing,1952,76.0,2
17296,Rowing,1952,77.0,3
17297,Rowing,1952,78.0,4
17298,Rowing,1952,79.0,2
17299,Rowing,1952,80.0,3
17300,Rowing,1952,81.5,1
17301,Rowing,1952,82.0,3
17302,Rowing,1952,82.5,1
17303,Rowing,1952,83.0,3
17304,Rowing,1952,84.0,5
17305,Rowing,1952,85.0,2
17306,Rowing,1952,86.0,1
17307,Rowing,1952,87.0,3
17308,Rowing,1952,88.0,3
17309,Rowing,1952,90.0,3
17310,Rowing,1952,105.0,1
17311,Rowing,1956,52.0,1
17312,Rowing,1956,55.0,1
17313,Rowing,1956,56.0,1
17314,Rowing,1956,57.0,1
17315,Rowing,1956,68.0,2
17316,Rowing,1956,71.0,1
17317,Rowing,1956,73.0,1
17318,Rowing,1956,75.0,3
17319,Rowing,1956,76.0,1
17320,Rowing,1956,77.0,4
17321,Rowing,1956,78.0,3
17322,Rowing,1956,79.0,7
17323,Rowing,1956,80.0,5
17324,Rowing,1956,81.0,7
17325,Rowing,1956,82.0,3
17326,Rowing,1956,82.5,2
17327,Rowing,1956,83.0,6
17328,Rowing,1956,84.0,8
17329,Rowing,1956,85.0,5
17330,Rowing,1956,86.0,4
17331,Rowing,1956,87.0,1
17332,Rowing,1956,88.0,5
17333,Rowing,1956,89.0,3
17334,Rowing,1956,90.0,3
17335,Rowing,1956,92.0,1
17336,Rowing,1956,99.0,1
17337,Rowing,1956,105.0,1
17338,Rowing,1960,40.0,2
17339,Rowing,1960,43.0,1
17340,Rowing,1960,48.0,1
17341,Rowing,1960,49.0,1
17342,Rowing,1960,50.0,7
17343,Rowing,1960,51.0,11
17344,Rowing,1960,52.0,7
17345,Rowing,1960,53.0,3
17346,Rowing,1960,54.0,1
17347,Rowing,1960,55.0,2
17348,Rowing,1960,56.0,5
17349,Rowing,1960,57.0,2
17350,Rowing,1960,59.0,1
17351,Rowing,1960,60.0,1
17352,Rowing,1960,61.0,2
17353,Rowing,1960,63.0,1
17354,Rowing,1960,64.0,1
17355,Rowing,1960,66.0,2
17356,Rowing,1960,68.0,4
17357,Rowing,1960,69.0,1
17358,Rowing,1960,70.0,2
17359,Rowing,1960,71.0,3
17360,Rowing,1960,72.0,8
17361,Rowing,1960,73.0,12
17362,Rowing,1960,74.0,7
17363,Rowing,1960,75.0,12
17364,Rowing,1960,76.0,12
17365,Rowing,1960,77.0,19
17366,Rowing,1960,78.0,24
17367,Rowing,1960,79.0,19
17368,Rowing,1960,80.0,29
17369,Rowing,1960,81.0,16
17370,Rowing,1960,82.0,24
17371,Rowing,1960,82.5,1
17372,Rowing,1960,83.0,29
17373,Rowing,1960,84.0,23
17374,Rowing,1960,85.0,17
17375,Rowing,1960,86.0,16
17376,Rowing,1960,87.0,10
17377,Rowing,1960,88.0,22
17378,Rowing,1960,89.0,5
17379,Rowing,1960,90.0,13
17380,Rowing,1960,92.0,4
17381,Rowing,1960,93.0,4
17382,Rowing,1960,95.0,1
17383,Rowing,1960,96.0,2
17384,Rowing,1960,98.0,2
17385,Rowing,1960,99.0,1
17386,Rowing,1960,100.0,2
17387,Rowing,1960,105.0,1
17388,Rowing,1964,38.0,1
17389,Rowing,1964,46.0,1
17390,Rowing,1964,47.0,1
17391,Rowing,1964,49.0,2
17392,Rowing,1964,50.0,10
17393,Rowing,1964,51.0,5
17394,Rowing,1964,52.0,8
17395,Rowing,1964,53.0,6
17396,Rowing,1964,54.0,3
17397,Rowing,1964,55.0,2
17398,Rowing,1964,57.0,1
17399,Rowing,1964,65.0,1
17400,Rowing,1964,70.0,2
17401,Rowing,1964,71.0,1
17402,Rowing,1964,72.0,6
17403,Rowing,1964,73.0,6
17404,Rowing,1964,74.0,5
17405,Rowing,1964,75.0,15
17406,Rowing,1964,76.0,11
17407,Rowing,1964,77.0,11
17408,Rowing,1964,78.0,18
17409,Rowing,1964,79.0,12
17410,Rowing,1964,80.0,14
17411,Rowing,1964,81.0,14
17412,Rowing,1964,82.0,21
17413,Rowing,1964,82.5,1
17414,Rowing,1964,83.0,25
17415,Rowing,1964,84.0,30
17416,Rowing,1964,85.0,17
17417,Rowing,1964,86.0,32
17418,Rowing,1964,87.0,7
17419,Rowing,1964,88.0,17
17420,Rowing,1964,89.0,9
17421,Rowing,1964,90.0,8
17422,Rowing,1964,91.0,7
17423,Rowing,1964,92.0,8
17424,Rowing,1964,93.0,3
17425,Rowing,1964,94.0,3
17426,Rowing,1964,95.0,3
17427,Rowing,1964,96.0,5
17428,Rowing,1964,97.0,2
17429,Rowing,1964,98.0,3
17430,Rowing,1964,100.0,2
17431,Rowing,1968,45.0,2
17432,Rowing,1968,47.0,1
17433,Rowing,1968,48.0,1
17434,Rowing,1968,50.0,10
17435,Rowing,1968,51.0,6
17436,Rowing,1968,52.0,14
17437,Rowing,1968,53.0,2
17438,Rowing,1968,54.0,3
17439,Rowing,1968,55.0,1
17440,Rowing,1968,56.0,1
17441,Rowing,1968,57.0,1
17442,Rowing,1968,60.0,1
17443,Rowing,1968,66.0,1
17444,Rowing,1968,68.0,1
17445,Rowing,1968,69.0,3
17446,Rowing,1968,70.0,1
17447,Rowing,1968,72.0,2
17448,Rowing,1968,73.0,5
17449,Rowing,1968,74.0,7
17450,Rowing,1968,75.0,3
17451,Rowing,1968,76.0,4
17452,Rowing,1968,77.0,8
17453,Rowing,1968,78.0,10
17454,Rowing,1968,79.0,7
17455,Rowing,1968,80.0,17
17456,Rowing,1968,81.0,13
17457,Rowing,1968,82.0,17
17458,Rowing,1968,83.0,17
17459,Rowing,1968,84.0,28
17460,Rowing,1968,85.0,20
17461,Rowing,1968,86.0,28
17462,Rowing,1968,87.0,21
17463,Rowing,1968,88.0,11
17464,Rowing,1968,89.0,13
17465,Rowing,1968,90.0,19
17466,Rowing,1968,91.0,7
17467,Rowing,1968,92.0,16
17468,Rowing,1968,93.0,10
17469,Rowing,1968,94.0,6
17470,Rowing,1968,95.0,3
17471,Rowing,1968,96.0,3
17472,Rowing,1968,97.0,3
17473,Rowing,1968,98.0,5
17474,Rowing,1968,99.0,3
17475,Rowing,1968,100.0,1
17476,Rowing,1968,102.0,1
17477,Rowing,1968,104.0,1
17478,Rowing,1972,41.0,1
17479,Rowing,1972,45.0,1
17480,Rowing,1972,47.0,3
17481,Rowing,1972,48.0,7
17482,Rowing,1972,49.0,1
17483,Rowing,1972,50.0,14
17484,Rowing,1972,51.0,2
17485,Rowing,1972,52.0,8
17486,Rowing,1972,53.0,3
17487,Rowing,1972,54.0,3
17488,Rowing,1972,55.0,1
17489,Rowing,1972,56.0,1
17490,Rowing,1972,57.0,1
17491,Rowing,1972,69.0,1
17492,Rowing,1972,70.0,5
17493,Rowing,1972,71.0,2
17494,Rowing,1972,72.0,2
17495,Rowing,1972,73.0,2
17496,Rowing,1972,74.0,6
17497,Rowing,1972,75.0,5
17498,Rowing,1972,76.0,3
17499,Rowing,1972,77.0,7
17500,Rowing,1972,78.0,9
17501,Rowing,1972,79.0,3
17502,Rowing,1972,80.0,21
17503,Rowing,1972,81.0,14
17504,Rowing,1972,82.0,22
17505,Rowing,1972,83.0,17
17506,Rowing,1972,84.0,23
17507,Rowing,1972,85.0,24
17508,Rowing,1972,86.0,33
17509,Rowing,1972,87.0,24
17510,Rowing,1972,88.0,21
17511,Rowing,1972,89.0,19
17512,Rowing,1972,90.0,34
17513,Rowing,1972,91.0,12
17514,Rowing,1972,92.0,19
17515,Rowing,1972,93.0,18
17516,Rowing,1972,94.0,7
17517,Rowing,1972,95.0,8
17518,Rowing,1972,96.0,6
17519,Rowing,1972,97.0,3
17520,Rowing,1972,98.0,4
17521,Rowing,1972,99.0,1
17522,Rowing,1972,102.0,2
17523,Rowing,1972,104.0,1
17524,Rowing,1972,109.0,1
17525,Rowing,1976,39.0,1
17526,Rowing,1976,40.0,2
17527,Rowing,1976,41.0,5
17528,Rowing,1976,42.0,5
17529,Rowing,1976,43.0,1
17530,Rowing,1976,44.0,1
17531,Rowing,1976,45.0,6
17532,Rowing,1976,47.0,3
17533,Rowing,1976,48.0,3
17534,Rowing,1976,49.0,2
17535,Rowing,1976,50.0,15
17536,Rowing,1976,51.0,6
17537,Rowing,1976,52.0,5
17538,Rowing,1976,54.0,2
17539,Rowing,1976,55.0,1
17540,Rowing,1976,57.0,1
17541,Rowing,1976,58.0,2
17542,Rowing,1976,59.0,1
17543,Rowing,1976,60.0,12
17544,Rowing,1976,61.0,7
17545,Rowing,1976,62.0,11
17546,Rowing,1976,63.0,2
17547,Rowing,1976,64.0,8
17548,Rowing,1976,65.0,7
17549,Rowing,1976,66.0,9
17550,Rowing,1976,67.0,7
17551,Rowing,1976,68.0,13
17552,Rowing,1976,69.0,10
17553,Rowing,1976,70.0,19
17554,Rowing,1976,71.0,11
17555,Rowing,1976,72.0,12
17556,Rowing,1976,73.0,10
17557,Rowing,1976,74.0,15
17558,Rowing,1976,75.0,9
17559,Rowing,1976,76.0,7
17560,Rowing,1976,77.0,6
17561,Rowing,1976,78.0,7
17562,Rowing,1976,79.0,6
17563,Rowing,1976,80.0,19
17564,Rowing,1976,81.0,6
17565,Rowing,1976,82.0,19
17566,Rowing,1976,83.0,17
17567,Rowing,1976,84.0,24
17568,Rowing,1976,85.0,29
17569,Rowing,1976,86.0,17
17570,Rowing,1976,87.0,24
17571,Rowing,1976,88.0,19
17572,Rowing,1976,89.0,24
17573,Rowing,1976,90.0,30
17574,Rowing,1976,91.0,19
17575,Rowing,1976,92.0,14
17576,Rowing,1976,93.0,23
17577,Rowing,1976,94.0,13
17578,Rowing,1976,95.0,11
