,Sport,Year,Age,count
8886,Gymnastics,1984,16.0,69
8887,Gymnastics,1984,17.0,71
8888,Gymnastics,1984,18.0,81
8889,Gymnastics,1984,19.0,19
8890,Gymnastics,1984,20.0,111
8891,Gymnastics,1984,21.0,78
8892,Gymnastics,1984,22.0,84
8893,Gymnastics,1984,23.0,77
8894,Gymnastics,1984,24.0,60
8895,Gymnastics,1984,25.0,31
8896,Gymnastics,1984,26.0,64
8897,Gymnastics,1984,27.0,24
8898,Gymnastics,1984,28.0,16
8899,Gymnastics,1984,29.0,8
8900,Gymnastics,1984,30.0,8
8901,Gymnastics,1988,14.0,11
8902,Gymnastics,1988,15.0,145
8903,Gymnastics,1988,16.0,115
8904,Gymnastics,1988,17.0,103
8905,Gymnastics,1988,18.0,99
8906,Gymnastics,1988,19.0,87
8907,Gymnastics,1988,20.0,116
8908,Gymnastics,1988,21.0,155
8909,Gymnastics,1988,22.0,82
8910,Gymnastics,1988,23.0,87
8911,Gymnastics,1988,24.0,92
8912,Gymnastics,1988,25.0,55
8913,Gymnastics,1988,26.0,39
8914,Gymnastics,1988,27.0,23
8915,Gymnastics,1988,28.0,8
8916,Gymnastics,1992,13.0,6
8917,Gymnastics,1992,14.0,24
8918,Gymnastics,1992,15.0,108
8919,Gymnastics,1992,16.0,105
8920,Gymnastics,1992,17.0,144
8921,Gymnastics,1992,18.0,83
8922,Gymnastics,1992,19.0,125
8923,Gymnastics,1992,20.0,113
8924,Gymnastics,1992,21.0,92
8925,Gymnastics,1992,22.0,123
8926,Gymnastics,1992,23.0,62
8927,Gymnastics,1992,24.0,118
8928,Gymnastics,1992,25.0,82
8929,Gymnastics,1992,26.0,30
8930,Gymnastics,1992,27.0,24
8931,Gymnastics,1992,28.0,8
8932,Gymnastics,1992,31.0,8
8933,Gymnastics,1996,14.0,35
8934,Gymnastics,1996,15.0,149
8935,Gymnastics,1996,16.0,126
8936,Gymnastics,1996,17.0,85
8937,Gymnastics,1996,18.0,112
8938,Gymnastics,1996,19.0,116
8939,Gymnastics,1996,20.0,91
8940,Gymnastics,1996,21.0,125
8941,Gymnastics,1996,22.0,91
8942,Gymnastics,1996,23.0,138
8943,Gymnastics,1996,24.0,123
8944,Gymnastics,1996,25.0,79
8945,Gymnastics,1996,26.0,69
8946,Gymnastics,1996,27.0,31
8947,Gymnastics,1996,28.0,20
8948,Gymnastics,1996,29.0,7
8949,Gymnastics,2000,14.0,6
8950,Gymnastics,2000,15.0,40
8951,Gymnastics,2000,16.0,155
8952,Gymnastics,2000,17.0,77
8953,Gymnastics,2000,18.0,97
8954,Gymnastics,2000,19.0,115
8955,Gymnastics,2000,20.0,69
8956,Gymnastics,2000,21.0,85
8957,Gymnastics,2000,22.0,113
8958,Gymnastics,2000,23.0,122
8959,Gymnastics,2000,24.0,72
8960,Gymnastics,2000,25.0,31
8961,Gymnastics,2000,26.0,48
8962,Gymnastics,2000,27.0,50
8963,Gymnastics,2000,28.0,33
8964,Gymnastics,2000,29.0,10
8965,Gymnastics,2000,30.0,15
8966,Gymnastics,2000,32.0,6
8967,Gymnastics,2004,15.0,51
8968,Gymnastics,2004,16.0,124
8969,Gymnastics,2004,17.0,84
8970,Gymnastics,2004,18.0,103
8971,Gymnastics,2004,19.0,109
8972,Gymnastics,2004,20.0,64
8973,Gymnastics,2004,21.0,66
8974,Gymnastics,2004,22.0,75
8975,Gymnastics,2004,23.0,105
8976,Gymnastics,2004,24.0,102
8977,Gymnastics,2004,25.0,63
8978,Gymnastics,2004,26.0,70
8979,Gymnastics,2004,27.0,57
8980,Gymnastics,2004,28.0,41
8981,Gymnastics,2004,29.0,7
8982,Gymnastics,2004,30.0,7
8983,Gymnastics,2004,31.0,18
8984,Gymnastics,2004,34.0,5
8985,Gymnastics,2008,15.0,42
8986,Gymnastics,2008,16.0,92
8987,Gymnastics,2008,17.0,82
8988,Gymnastics,2008,18.0,77
8989,Gymnastics,2008,19.0,55
8990,Gymnastics,2008,20.0,68
8991,Gymnastics,2008,21.0,90
8992,Gymnastics,2008,22.0,80
8993,Gymnastics,2008,23.0,104
8994,Gymnastics,2008,24.0,63
8995,Gymnastics,2008,25.0,39
8996,Gymnastics,2008,26.0,39
8997,Gymnastics,2008,27.0,51
8998,Gymnastics,2008,28.0,55
8999,Gymnastics,2008,29.0,20
9000,Gymnastics,2008,30.0,18
9001,Gymnastics,2008,31.0,4
9002,Gymnastics,2008,33.0,6
9003,Gymnastics,2008,35.0,9
9004,Gymnastics,2012,15.0,22
9005,Gymnastics,2012,16.0,52
9006,Gymnastics,2012,17.0,57
9007,Gymnastics,2012,18.0,77
9008,Gymnastics,2012,19.0,61
9009,Gymnastics,2012,20.0,105
9010,Gymnastics,2012,21.0,76
9011,Gymnastics,2012,22.0,37
9012,Gymnastics,2012,23.0,59
9013,Gymnastics,2012,24.0,73
9014,Gymnastics,2012,25.0,77
9015,Gymnastics,2012,26.0,29
9016,Gymnastics,2012,27.0,47
9017,Gymnastics,2012,28.0,16
9018,Gymnastics,2012,29.0,16
9019,Gymnastics,2012,30.0,8
9020,Gymnastics,2012,31.0,17
9021,Gymnastics,2012,32.0,10
9022,Gymnastics,2012,33.0,4
9023,Gymnastics,2012,34.0,1
9024,Gymnastics,2012,37.0,3
9025,Gymnastics,2012,39.0,1
9026,Gymnastics,2016,15.0,7
9027,Gymnastics,2016,16.0,59
9028,Gymnastics,2016,17.0,71
9029,Gymnastics,2016,18.0,39
9030,Gymnastics,2016,19.0,85
9031,Gymnastics,2016,20.0,85
9032,Gymnastics,2016,21.0,56
9033,Gymnastics,2016,22.0,70
9034,Gymnastics,2016,23.0,66
9035,Gymnastics,2016,24.0,92
9036,Gymnastics,2016,25.0,63
9037,Gymnastics,2016,26.0,31
9038,Gymnastics,2016,27.0,51
9039,Gymnastics,2016,28.0,13
9040,Gymnastics,2016,29.0,21
9041,Gymnastics,2016,30.0,23
9042,Gymnastics,2016,31.0,10
9043,Gymnastics,2016,32.0,5
9044,Gymnastics,2016,33.0,9
9045,Gymnastics,2016,35.0,3
9046,Gymnastics,2016,41.0,2
9047,Handball,1936,17.0,1
9048,Handball,1936,18.0,3
9049,Handball,1936,19.0,3
9050,Handball,1936,20.0,10
9051,Handball,1936,21.0,11
9052,Handball,1936,22.0,14
9053,Handball,1936,23.0,15
9054,Handball,1936,24.0,15
9055,Handball,1936,25.0,13
9056,Handball,1936,26.0,6
9057,Handball,1936,27.0,5
9058,Handball,1936,28.0,3
9059,Handball,1936,29.0,3
9060,Handball,1936,31.0,1
9061,Handball,1936,32.0,1
9062,Handball,1936,33.0,1
9063,Handball,1972,18.0,1
9064,Handball,1972,19.0,2
9065,Handball,1972,20.0,3
9066,Handball,1972,21.0,12
9067,Handball,1972,22.0,21
9068,Handball,1972,23.0,28
9069,Handball,1972,24.0,29
9070,Handball,1972,25.0,28
9071,Handball,1972,26.0,33
9072,Handball,1972,27.0,23
9073,Handball,1972,28.0,23
9074,Handball,1972,29.0,14
9075,Handball,1972,30.0,9
9076,Handball,1972,31.0,6
9077,Handball,1972,32.0,5
9078,Handball,1972,33.0,2
9079,Handball,1972,34.0,4
9080,Handball,1976,17.0,5
9081,Handball,1976,18.0,6
9082,Handball,1976,19.0,2
9083,Handball,1976,20.0,16
9084,Handball,1976,21.0,22
9085,Handball,1976,22.0,21
9086,Handball,1976,23.0,26
9087,Handball,1976,24.0,21
9088,Handball,1976,25.0,22
9089,Handball,1976,26.0,26
9090,Handball,1976,27.0,19
9091,Handball,1976,28.0,15
9092,Handball,1976,29.0,14
9093,Handball,1976,30.0,14
9094,Handball,1976,31.0,5
9095,Handball,1976,32.0,6
9096,Handball,1976,33.0,1
9097,Handball,1976,35.0,1
9098,Handball,1976,38.0,1
9099,Handball,1980,17.0,1
9100,Handball,1980,19.0,3
9101,Handball,1980,20.0,16
9102,Handball,1980,21.0,19
9103,Handball,1980,22.0,14
9104,Handball,1980,23.0,23
9105,Handball,1980,24.0,23
9106,Handball,1980,25.0,20
9107,Handball,1980,26.0,15
9108,Handball,1980,27.0,20
9109,Handball,1980,28.0,16
9110,Handball,1980,29.0,15
9111,Handball,1980,30.0,11
9112,Handball,1980,31.0,8
9113,Handball,1980,32.0,4
9114,Handball,1980,33.0,6
9115,Handball,1980,34.0,3
9116,Handball,1984,14.0,1
9117,Handball,1984,17.0,1
9118,Handball,1984,18.0,9
9119,Handball,1984,19.0,7
9120,Handball,1984,20.0,16
9121,Handball,1984,21.0,21
9122,Handball,1984,22.0,23
9123,Handball,1984,23.0,22
9124,Handball,1984,24.0,27
9125,Handball,1984,25.0,30
9126,Handball,1984,26.0,19
9127,Handball,1984,27.0,28
9128,Handball,1984,28.0,18
9129,Handball,1984,29.0,15
9130,Handball,1984,30.0,8
9131,Handball,1984,31.0,5
9132,Handball,1984,32.0,3
9133,Handball,1984,33.0,2
9134,Handball,1984,34.0,2
9135,Handball,1984,37.0,1
9136,Handball,1988,16.0,1
9137,Handball,1988,18.0,3
9138,Handball,1988,19.0,4
9139,Handball,1988,20.0,14
9140,Handball,1988,21.0,18
9141,Handball,1988,22.0,19
9142,Handball,1988,23.0,26
9143,Handball,1988,24.0,29
9144,Handball,1988,25.0,22
9145,Handball,1988,26.0,29
9146,Handball,1988,27.0,30
9147,Handball,1988,28.0,30
9148,Handball,1988,29.0,25
9149,Handball,1988,30.0,6
9150,Handball,1988,31.0,10
9151,Handball,1988,32.0,6
9152,Handball,1988,33.0,5
9153,Handball,1988,34.0,1
9154,Handball,1988,35.0,1
9155,Handball,1988,36.0,1
9156,Handball,1988,42.0,1
9157,Handball,1992,15.0,1
9158,Handball,1992,16.0,1
9159,Handball,1992,18.0,5
9160,Handball,1992,19.0,6
9161,Handball,1992,20.0,13
9162,Handball,1992,21.0,21
9163,Handball,1992,22.0,29
9164,Handball,1992,23.0,32
9165,Handball,1992,24.0,27
9166,Handball,1992,25.0,21
9167,Handball,1992,26.0,24
9168,Handball,1992,27.0,17
9169,Handball,1992,28.0,35
9170,Handball,1992,29.0,15
9171,Handball,1992,30.0,9
9172,Handball,1992,31.0,13
9173,Handball,1992,32.0,13
9174,Handball,1992,33.0,4
9175,Handball,1992,34.0,3
9176,Handball,1992,35.0,2
9177,Handball,1992,36.0,1
9178,Handball,1996,17.0,1
9179,Handball,1996,18.0,2
9180,Handball,1996,19.0,2
9181,Handball,1996,20.0,10
9182,Handball,1996,21.0,15
9183,Handball,1996,22.0,19
9184,Handball,1996,23.0,22
9185,Handball,1996,24.0,30
9186,Handball,1996,25.0,29
9187,Handball,1996,26.0,35
9188,Handball,1996,27.0,26
9189,Handball,1996,28.0,23
9190,Handball,1996,29.0,22
9191,Handball,1996,30.0,23
9192,Handball,1996,31.0,10
9193,Handball,1996,32.0,14
9194,Handball,1996,33.0,7
9195,Handball,1996,34.0,5
9196,Handball,1996,35.0,2
9197,Handball,1996,36.0,2
9198,Handball,1996,39.0,1
9199,Handball,2000,17.0,1
9200,Handball,2000,18.0,1
9201,Handball,2000,19.0,4
9202,Handball,2000,20.0,8
9203,Handball,2000,21.0,18
9204,Handball,2000,22.0,14
9205,Handball,2000,23.0,22
9206,Handball,2000,24.0,35
9207,Handball,2000,25.0,28
9208,Handball,2000,26.0,27
9209,Handball,2000,27.0,28
9210,Handball,2000,28.0,20
9211,Handball,2000,29.0,33
9212,Handball,2000,30.0,17
9213,Handball,2000,31.0,20
9214,Handball,2000,32.0,15
9215,Handball,2000,33.0,10
9216,Handball,2000,34.0,5
9217,Handball,2000,35.0,5
9218,Handball,2000,36.0,6
9219,Handball,2000,37.0,1
9220,Handball,2000,38.0,5
9221,Handball,2004,17.0,1
9222,Handball,2004,19.0,2
9223,Handball,2004,20.0,7
9224,Handball,2004,21.0,14
9225,Handball,2004,22.0,22
9226,Handball,2004,23.0,23
9227,Handball,2004,24.0,24
9228,Handball,2004,25.0,28
9229,Handball,2004,26.0,24
9230,Handball,2004,27.0,36
9231,Handball,2004,28.0,29
9232,Handball,2004,29.0,23
9233,Handball,2004,30.0,10
9234,Handball,2004,31.0,23
9235,Handball,2004,32.0,17
9236,Handball,2004,33.0,16
9237,Handball,2004,34.0,11
9238,Handball,2004,35.0,9
9239,Handball,2004,36.0,4
9240,Handball,2004,37.0,1
9241,Handball,2004,38.0,1
9242,Handball,2004,39.0,1
9243,Handball,2004,40.0,1
9244,Handball,2004,42.0,1
9245,Handball,2008,18.0,2
9246,Handball,2008,19.0,6
9247,Handball,2008,20.0,5
9248,Handball,2008,21.0,12
9249,Handball,2008,22.0,18
9250,Handball,2008,23.0,32
9251,Handball,2008,24.0,20
9252,Handball,2008,25.0,27
9253,Handball,2008,26.0,33
9254,Handball,2008,27.0,32
9255,Handball,2008,28.0,34
9256,Handball,2008,29.0,29
9257,Handball,2008,30.0,17
9258,Handball,2008,31.0,20
9259,Handball,2008,32.0,17
9260,Handball,2008,33.0,13
9261,Handball,2008,34.0,5
9262,Handball,2008,35.0,8
9263,Handball,2008,36.0,6
9264,Handball,2008,37.0,4
9265,Handball,2008,38.0,3
9266,Handball,2012,18.0,1
9267,Handball,2012,19.0,3
9268,Handball,2012,20.0,3
9269,Handball,2012,21.0,11
9270,Handball,2012,22.0,26
9271,Handball,2012,23.0,20
9272,Handball,2012,24.0,24
9273,Handball,2012,25.0,23
9274,Handball,2012,26.0,22
9275,Handball,2012,27.0,37
9276,Handball,2012,28.0,29
9277,Handball,2012,29.0,20
9278,Handball,2012,30.0,30
9279,Handball,2012,31.0,27
9280,Handball,2012,32.0,28
9281,Handball,2012,33.0,15
9282,Handball,2012,34.0,6
9283,Handball,2012,35.0,7
9284,Handball,2012,36.0,7
9285,Handball,2012,37.0,2
9286,Handball,2012,38.0,1
9287,Handball,2012,39.0,3
9288,Handball,2012,40.0,2
9289,Handball,2016,19.0,7
9290,Handball,2016,20.0,8
9291,Handball,2016,21.0,7
9292,Handball,2016,22.0,15
9293,Handball,2016,23.0,15
9294,Handball,2016,24.0,24
9295,Handball,2016,25.0,33
9296,Handball,2016,26.0,37
9297,Handball,2016,27.0,34
9298,Handball,2016,28.0,26
9299,Handball,2016,29.0,26
9300,Handball,2016,30.0,24
9301,Handball,2016,31.0,21
9302,Handball,2016,32.0,14
9303,Handball,2016,33.0,13
9304,Handball,2016,34.0,14
9305,Handball,2016,35.0,10
9306,Handball,2016,36.0,10
9307,Handball,2016,37.0,7
9308,Handball,2016,38.0,2
9309,Handball,2016,39.0,5
9310,Handball,2016,43.0,1
9311,Hockey,1908,18.0,1
9312,Hockey,1908,19.0,2
9313,Hockey,1908,20.0,2
9314,Hockey,1908,21.0,6
9315,Hockey,1908,22.0,3
9316,Hockey,1908,23.0,6
9317,Hockey,1908,24.0,5
9318,Hockey,1908,25.0,3
9319,Hockey,1908,26.0,3
9320,Hockey,1908,27.0,1
9321,Hockey,1908,28.0,4
9322,Hockey,1908,29.0,5
9323,Hockey,1908,30.0,1
9324,Hockey,1908,31.0,1
9325,Hockey,1908,32.0,3
9326,Hockey,1908,33.0,1
9327,Hockey,1920,18.0,1
9328,Hockey,1920,20.0,2
9329,Hockey,1920,21.0,2
9330,Hockey,1920,22.0,2
9331,Hockey,1920,24.0,2
9332,Hockey,1920,26.0,2
9333,Hockey,1920,27.0,4
9334,Hockey,1920,28.0,1
9335,Hockey,1920,30.0,1
9336,Hockey,1920,31.0,3
9337,Hockey,1920,32.0,1
9338,Hockey,1920,33.0,1
9339,Hockey,1920,34.0,2
9340,Hockey,1920,35.0,2
9341,Hockey,1920,37.0,1
9342,Hockey,1920,38.0,2
9343,Hockey,1920,39.0,1
9344,Hockey,1920,40.0,1
9345,Hockey,1928,17.0,2
9346,Hockey,1928,18.0,1
9347,Hockey,1928,19.0,4
9348,Hockey,1928,20.0,3
9349,Hockey,1928,21.0,6
9350,Hockey,1928,22.0,9
9351,Hockey,1928,23.0,11
9352,Hockey,1928,24.0,6
9353,Hockey,1928,25.0,8
9354,Hockey,1928,26.0,3
9355,Hockey,1928,27.0,6
9356,Hockey,1928,28.0,5
9357,Hockey,1928,29.0,5
9358,Hockey,1928,30.0,5
9359,Hockey,1928,31.0,1
9360,Hockey,1928,33.0,2
9361,Hockey,1928,36.0,1
9362,Hockey,1928,37.0,1
9363,Hockey,1932,21.0,5
9364,Hockey,1932,22.0,4
9365,Hockey,1932,23.0,4
9366,Hockey,1932,24.0,3
9367,Hockey,1932,26.0,3
9368,Hockey,1932,27.0,5
9369,Hockey,1932,28.0,4
9370,Hockey,1932,29.0,2
9371,Hockey,1932,30.0,1
9372,Hockey,1932,32.0,1
9373,Hockey,1932,34.0,1
9374,Hockey,1936,17.0,5
9375,Hockey,1936,19.0,9
9376,Hockey,1936,20.0,10
9377,Hockey,1936,21.0,15
9378,Hockey,1936,22.0,12
9379,Hockey,1936,23.0,13
9380,Hockey,1936,24.0,18
9381,Hockey,1936,25.0,15
9382,Hockey,1936,26.0,15
9383,Hockey,1936,27.0,8
9384,Hockey,1936,28.0,4
9385,Hockey,1936,29.0,6
9386,Hockey,1936,30.0,9
9387,Hockey,1936,31.0,9
9388,Hockey,1936,32.0,4
9389,Hockey,1936,33.0,1
9390,Hockey,1936,34.0,2
9391,Hockey,1936,35.0,2
9392,Hockey,1936,36.0,1
9393,Hockey,1936,38.0,1
9394,Hockey,1936,44.0,1
9395,Hockey,1948,18.0,1
9396,Hockey,1948,19.0,1
9397,Hockey,1948,20.0,1
9398,Hockey,1948,21.0,11
9399,Hockey,1948,22.0,5
9400,Hockey,1948,23.0,9
9401,Hockey,1948,24.0,9
9402,Hockey,1948,25.0,8
9403,Hockey,1948,26.0,8
9404,Hockey,1948,27.0,13
9405,Hockey,1948,28.0,8
9406,Hockey,1948,29.0,5
9407,Hockey,1948,30.0,11
9408,Hockey,1948,31.0,10
9409,Hockey,1948,32.0,10
9410,Hockey,1948,33.0,6
9411,Hockey,1948,34.0,4
9412,Hockey,1948,35.0,5
9413,Hockey,1948,36.0,3
9414,Hockey,1948,37.0,3
9415,Hockey,1948,38.0,2
9416,Hockey,1948,40.0,2
9417,Hockey,1948,43.0,2
9418,Hockey,1952,19.0,2
9419,Hockey,1952,20.0,7
9420,Hockey,1952,21.0,6
9421,Hockey,1952,22.0,6
9422,Hockey,1952,23.0,10
9423,Hockey,1952,24.0,15
9424,Hockey,1952,25.0,19
9425,Hockey,1952,26.0,15
9426,Hockey,1952,27.0,12
9427,Hockey,1952,28.0,8
9428,Hockey,1952,29.0,8
9429,Hockey,1952,30.0,10
9430,Hockey,1952,31.0,9
9431,Hockey,1952,32.0,6
9432,Hockey,1952,33.0,5
9433,Hockey,1952,34.0,4
9434,Hockey,1952,35.0,2
9435,Hockey,1952,36.0,4
9436,Hockey,1952,37.0,1
9437,Hockey,1952,38.0,1
9438,Hockey,1952,39.0,2
9439,Hockey,1952,41.0,1
9440,Hockey,1956,18.0,1
9441,Hockey,1956,19.0,2
9442,Hockey,1956,20.0,1
9443,Hockey,1956,21.0,4
9444,Hockey,1956,22.0,11
9445,Hockey,1956,23.0,12
9446,Hockey,1956,24.0,6
9447,Hockey,1956,25.0,13
9448,Hockey,1956,26.0,8
9449,Hockey,1956,27.0,15
9450,Hockey,1956,28.0,13
9451,Hockey,1956,29.0,12
9452,Hockey,1956,30.0,11
9453,Hockey,1956,31.0,7
9454,Hockey,1956,32.0,3
9455,Hockey,1956,33.0,5
9456,Hockey,1956,34.0,3
9457,Hockey,1956,35.0,2
9458,Hockey,1956,36.0,2
9459,Hockey,1956,37.0,3
9460,Hockey,1956,40.0,1
9461,Hockey,1956,42.0,1
9462,Hockey,1956,44.0,1
9463,Hockey,1960,17.0,1
9464,Hockey,1960,18.0,3
9465,Hockey,1960,19.0,6
9466,Hockey,1960,20.0,14
9467,Hockey,1960,21.0,20
9468,Hockey,1960,22.0,18
9469,Hockey,1960,23.0,21
9470,Hockey,1960,24.0,25
9471,Hockey,1960,25.0,21
9472,Hockey,1960,26.0,15
9473,Hockey,1960,27.0,22
9474,Hockey,1960,28.0,8
9475,Hockey,1960,29.0,14
9476,Hockey,1960,30.0,11
9477,Hockey,1960,31.0,6
9478,Hockey,1960,32.0,6
9479,Hockey,1960,33.0,10
9480,Hockey,1960,34.0,4
9481,Hockey,1960,35.0,1
9482,Hockey,1960,36.0,3
9483,Hockey,1960,37.0,2
9484,Hockey,1960,38.0,3
9485,Hockey,1960,41.0,2
9486,Hockey,1964,17.0,1
9487,Hockey,1964,18.0,1
9488,Hockey,1964,19.0,4
9489,Hockey,1964,20.0,9
9490,Hockey,1964,21.0,9
9491,Hockey,1964,22.0,21
9492,Hockey,1964,23.0,21
9493,Hockey,1964,24.0,19
9494,Hockey,1964,25.0,18
9495,Hockey,1964,26.0,22
9496,Hockey,1964,27.0,21
9497,Hockey,1964,28.0,16
9498,Hockey,1964,29.0,16
9499,Hockey,1964,30.0,12
9500,Hockey,1964,31.0,9
9501,Hockey,1964,32.0,8
9502,Hockey,1964,33.0,7
9503,Hockey,1964,34.0,3
9504,Hockey,1964,35.0,3
9505,Hockey,1964,36.0,3
9506,Hockey,1964,37.0,1
9507,Hockey,1964,39.0,1
9508,Hockey,1968,16.0,1
9509,Hockey,1968,18.0,5
9510,Hockey,1968,19.0,8
9511,Hockey,1968,20.0,14
9512,Hockey,1968,21.0,34
9513,Hockey,1968,22.0,20
9514,Hockey,1968,23.0,16
9515,Hockey,1968,24.0,26
9516,Hockey,1968,25.0,18
9517,Hockey,1968,26.0,26
9518,Hockey,1968,27.0,21
9519,Hockey,1968,28.0,15
9520,Hockey,1968,29.0,14
9521,Hockey,1968,30.0,13
9522,Hockey,1968,31.0,4
9523,Hockey,1968,32.0,3
9524,Hockey,1968,33.0,5
9525,Hockey,1968,34.0,5
9526,Hockey,1968,35.0,2
9527,Hockey,1968,36.0,2
9528,Hockey,1968,38.0,1
9529,Hockey,1972,17.0,1
9530,Hockey,1972,18.0,2
9531,Hockey,1972,19.0,10
9532,Hockey,1972,20.0,13
9533,Hockey,1972,21.0,9
9534,Hockey,1972,22.0,25
9535,Hockey,1972,23.0,27
9536,Hockey,1972,24.0,38
9537,Hockey,1972,25.0,34
9538,Hockey,1972,26.0,23
9539,Hockey,1972,27.0,21
9540,Hockey,1972,28.0,9
9541,Hockey,1972,29.0,11
9542,Hockey,1972,30.0,16
9543,Hockey,1972,31.0,10
9544,Hockey,1972,32.0,5
9545,Hockey,1972,33.0,1
9546,Hockey,1972,34.0,4
9547,Hockey,1972,35.0,1
9548,Hockey,1972,36.0,1
9549,Hockey,1972,40.0,1
9550,Hockey,1972,41.0,1
9551,Hockey,1976,16.0,1
9552,Hockey,1976,17.0,2
9553,Hockey,1976,18.0,2
9554,Hockey,1976,19.0,6
9555,Hockey,1976,20.0,4
9556,Hockey,1976,21.0,10
9557,Hockey,1976,22.0,16
9558,Hockey,1976,23.0,13
9559,Hockey,1976,24.0,17
9560,Hockey,1976,25.0,13
9561,Hockey,1976,26.0,16
9562,Hockey,1976,27.0,17
9563,Hockey,1976,28.0,22
9564,Hockey,1976,29.0,17
9565,Hockey,1976,30.0,8
9566,Hockey,1976,31.0,4
9567,Hockey,1976,32.0,2
9568,Hockey,1976,33.0,2
9569,Hockey,1980,15.0,1
9570,Hockey,1980,16.0,5
9571,Hockey,1980,17.0,4
9572,Hockey,1980,18.0,6
9573,Hockey,1980,19.0,12
9574,Hockey,1980,20.0,14
9575,Hockey,1980,21.0,21
9576,Hockey,1980,22.0,14
9577,Hockey,1980,23.0,18
9578,Hockey,1980,24.0,17
9579,Hockey,1980,25.0,17
9580,Hockey,1980,26.0,11
9581,Hockey,1980,27.0,7
9582,Hockey,1980,28.0,7
9583,Hockey,1980,29.0,6
9584,Hockey,1980,30.0,6
9585,Hockey,1980,31.0,7
9586,Hockey,1980,32.0,4
9587,Hockey,1980,33.0,5
9588,Hockey,1980,34.0,2
9589,Hockey,1980,35.0,2
9590,Hockey,1980,36.0,1
9591,Hockey,1984,17.0,2
9592,Hockey,1984,18.0,2
9593,Hockey,1984,19.0,3
9594,Hockey,1984,20.0,14
9595,Hockey,1984,21.0,16
9596,Hockey,1984,22.0,19
9597,Hockey,1984,23.0,28
9598,Hockey,1984,24.0,36
9599,Hockey,1984,25.0,35
9600,Hockey,1984,26.0,39
9601,Hockey,1984,27.0,20
9602,Hockey,1984,28.0,21
9603,Hockey,1984,29.0,12
9604,Hockey,1984,30.0,10
9605,Hockey,1984,31.0,8
9606,Hockey,1984,32.0,10
9607,Hockey,1984,33.0,3
9608,Hockey,1984,34.0,3
9609,Hockey,1984,35.0,5
9610,Hockey,1988,18.0,4
9611,Hockey,1988,19.0,8
9612,Hockey,1988,20.0,21
9613,Hockey,1988,21.0,23
9614,Hockey,1988,22.0,27
9615,Hockey,1988,23.0,34
9616,Hockey,1988,24.0,39
9617,Hockey,1988,25.0,37
9618,Hockey,1988,26.0,24
9619,Hockey,1988,27.0,22
9620,Hockey,1988,28.0,19
9621,Hockey,1988,29.0,25
9622,Hockey,1988,30.0,13
9623,Hockey,1988,31.0,6
9624,Hockey,1988,32.0,7
9625,Hockey,1988,33.0,3
9626,Hockey,1988,34.0,1
9627,Hockey,1988,36.0,1
9628,Hockey,1992,18.0,4
9629,Hockey,1992,19.0,14
9630,Hockey,1992,20.0,20
9631,Hockey,1992,21.0,20
9632,Hockey,1992,22.0,23
9633,Hockey,1992,23.0,27
9634,Hockey,1992,24.0,45
9635,Hockey,1992,25.0,30
9636,Hockey,1992,26.0,25
9637,Hockey,1992,27.0,26
9638,Hockey,1992,28.0,28
9639,Hockey,1992,29.0,18
9640,Hockey,1992,30.0,7
9641,Hockey,1992,31.0,5
9642,Hockey,1992,32.0,8
9643,Hockey,1992,33.0,7
9644,Hockey,1992,34.0,3
9645,Hockey,1992,35.0,2
9646,Hockey,1992,36.0,1
9647,Hockey,1992,37.0,1
9648,Hockey,1996,18.0,2
9649,Hockey,1996,19.0,5
9650,Hockey,1996,20.0,12
9651,Hockey,1996,21.0,17
9652,Hockey,1996,22.0,25
9653,Hockey,1996,23.0,39
9654,Hockey,1996,24.0,37
9655,Hockey,1996,25.0,37
9656,Hockey,1996,26.0,36
9657,Hockey,1996,27.0,26
9658,Hockey,1996,28.0,30
9659,Hockey,1996,29.0,17
9660,Hockey,1996,30.0,11
9661,Hockey,1996,31.0,9
9662,Hockey,1996,32.0,5
9663,Hockey,1996,33.0,6
9664,Hockey,1996,34.0,5
9665,Hockey,1996,35.0,1
9666,Hockey,2000,17.0,1
9667,Hockey,2000,18.0,4
9668,Hockey,2000,19.0,9
9669,Hockey,2000,20.0,18
9670,Hockey,2000,21.0,15
9671,Hockey,2000,22.0,24
9672,Hockey,2000,23.0,27
9673,Hockey,2000,24.0,36
9674,Hockey,2000,25.0,43
9675,Hockey,2000,26.0,31
9676,Hockey,2000,27.0,30
9677,Hockey,2000,28.0,34
9678,Hockey,2000,29.0,22
9679,Hockey,2000,30.0,15
9680,Hockey,2000,31.0,12
9681,Hockey,2000,32.0,8
9682,Hockey,2000,33.0,12
9683,Hockey,2000,34.0,5
9684,Hockey,2000,35.0,1
9685,Hockey,2000,36.0,3
9686,Hockey,2004,17.0,1
9687,Hockey,2004,18.0,4
9688,Hockey,2004,19.0,7
9689,Hockey,2004,20.0,12
9690,Hockey,2004,21.0,11
9691,Hockey,2004,22.0,20
9692,Hockey,2004,23.0,43
9693,Hockey,2004,24.0,37
9694,Hockey,2004,25.0,26
9695,Hockey,2004,26.0,37
9696,Hockey,2004,27.0,35
9697,Hockey,2004,28.0,42
9698,Hockey,2004,29.0,22
9699,Hockey,2004,30.0,15
9700,Hockey,2004,31.0,18
9701,Hockey,2004,32.0,12
9702,Hockey,2004,33.0,6
9703,Hockey,2004,34.0,1
9704,Hockey,2004,35.0,2
